ITEMID,LABEL,ABBREVIATION,UNITNAME,PARAM_TYPE,LOWNORMALVALUE,HIGHNORMALVALUE,LINKSTO,CATEGORY,FLUID,COUNT,USE_IN_BENCHMARK
51044,Triglycer,,mg/dL,,,,labevents,Chemistry,Other Body Fluid,164,0
51045,"Urea Nitrogen, Body Fluid",,mg/dL,,,,labevents,Chemistry,Other Body Fluid,58,0
51046,"Albumin, Pleural",,g/dL,,,,labevents,Chemistry,Pleural,6302,0
51047,"Amylase, Pleural",,IU/L,,,,labevents,Chemistry,Pleural,2679,0
51048,"Bicarbonate, Pleural",,mEq/L,,,,labevents,Chemistry,Pleural,3,0
51049,"Bilirubin, Total, Pleural",,mg/dL,,,,labevents,Chemistry,Pleural,209,0
51050,"Chloride, Pleural",,mEq/L,,,,labevents,Chemistry,Pleural,2,0
51051,"Cholesterol, Pleural",,mg/dL,,,,labevents,Chemistry,Pleural,6398,0
51052,"Creatinine, Pleural",,mg/dL,,,,labevents,Chemistry,Pleural,1842,0
51053,"Glucose, Pleural",,mg/dL,,,,labevents,Chemistry,Pleural,9195,0
51054,"Lactate Dehydrogenase, Pleural",,IU/L,,,,labevents,Chemistry,Pleural,9821,0
51055,"Lipase, Pleural",,U/L,,,,labevents,Chemistry,Pleural,19,0
51056,"Miscellaneous, Pleural",,,,,,labevents,Chemistry,Pleural,1610,0
51057,"Potassium, Pleural",,mEq/L,,,,labevents,Chemistry,Pleural,5,0
51058,"Sodium, Pleural",,mEq/L,,,,labevents,Chemistry,Pleural,7,0
51059,"Total Protein, Pleural",,g/dL,,,,labevents,Chemistry,Pleural,9810,0
51060,"Triglycerides, Pleural",,mg/dL,,,,labevents,Chemistry,Pleural,2210,0
51061,"Bicarbonate, Stool",,mEq/L,,,,labevents,Chemistry,Stool,47,0
51062,"Chloride, Stool",,mEq/L,,,,labevents,Chemistry,Stool,92,0
51063,"Osmolality, Stool",,mOsm/kg,,,,labevents,Chemistry,Stool,236,0
51064,"Potassium, Stool",,mEq/L,,,,labevents,Chemistry,Stool,239,0
51065,"Sodium, Stool",,mEq/L,,,,labevents,Chemistry,Stool,242,0
51066,24 hr Calcium,,mg/24hr,,,,labevents,Chemistry,Urine,2537,0
51067,24 hr Creatinine,,mg/24hr,,,,labevents,Chemistry,Urine,10828,0
51068,24 hr Protein,,mg/24hr,,,,labevents,Chemistry,Urine,5100,0
51069,"Albumin, Urine",,mg/dL,,,,labevents,Chemistry,Urine,73957,0
51070,"Albumin/Creatinine, Urine",,mg/g,,,,labevents,Chemistry,Urine,71770,0
51071,"Amphetamine Screen, Urine",,,,,,labevents,Chemistry,Urine,99321,0
51072,"Amylase, Urine",,U/L,,,,labevents,Chemistry,Urine,121,0
51073,"Amylase/Creatinine Ratio, Urine",,Ratio,,,,labevents,Chemistry,Urine,119,0
51074,"Barbiturate Screen, Urine",,,,,,labevents,Chemistry,Urine,98268,0
51075,"Benzodiazepine Screen, Urine",,,,,,labevents,Chemistry,Urine,99504,0
51076,"Bicarbonate, Urine",,mEq/L,,,,labevents,Chemistry,Urine,5179,0
51077,"Calcium, Urine",,mg/dL,,,,labevents,Chemistry,Urine,6077,0
51078,"Chloride, Urine",,mEq/L,,,,labevents,Chemistry,Urine,44853,0
51079,"Cocaine, Urine",,,,,,labevents,Chemistry,Urine,100268,0
51080,Creatinine Clearance,,mL/min,,,,labevents,Chemistry,Urine,717,0
51081,"Creatinine, Serum",,mg/dL,,,,labevents,Chemistry,Urine,717,0
51082,"Creatinine, Urine",,mg/dL,,,,labevents,Chemistry,Urine,237799,0
51083,"Ethanol, Urine",,,,,,labevents,Chemistry,Urine,269,0
51084,"Glucose, Urine",,mg/dL,,,,labevents,Chemistry,Urine,191,0
51085,"HCG, Urine, Qualitative",,+/-,,,,labevents,Chemistry,Urine,99289,0
51086,"Immunofixation, Urine",,,,,,labevents,Chemistry,Urine,8015,0
51087,Length of Urine Collection,,,,,,labevents,Chemistry,Urine,802136,0
51088,"Magnesium, Urine",,mg/dL,,,,labevents,Chemistry,Urine,2287,0
51089,Marijuana,,,,,,labevents,Chemistry,Urine,13057,0
51090,"Methadone, Urine",,,,,,labevents,Chemistry,Urine,99057,0
51091,"Myoglobin, Urine",,,,,,labevents,Chemistry,Urine,512,0
51092,"Opiate Screen, Urine",,,,,,labevents,Chemistry,Urine,100548,0
51093,"Osmolality, Urine",,mOsm/kg,,,,labevents,Chemistry,Urine,66399,0
51094,pH,,,,,,labevents,Chemistry,Urine,13158,0
51095,"Phosphate, Urine",,mg/dL,,,,labevents,Chemistry,Urine,3990,0
51096,Porphobilinogen Screen,,+/-,,,,labevents,Chemistry,Urine,550,0
51097,"Potassium, Urine",,mEq/L,,,,labevents,Chemistry,Urine,47462,0
51098,"Prot. Electrophoresis, Urine",,+/-,,,,labevents,Chemistry,Urine,24797,0
51099,Protein/Creatinine Ratio,,mg/mg,,,,labevents,Chemistry,Urine,100387,0
51100,"Sodium, Urine",,mEq/L,,,,labevents,Chemistry,Urine,86892,0
51101,Total Collection Time,,hrs,,,,labevents,Chemistry,Urine,717,0
51102,"Total Protein, Urine",,mg/dL,,,,labevents,Chemistry,Urine,115596,0
51103,Uhold,,,,,,labevents,Chemistry,Urine,199946,0
51104,"Urea Nitrogen, Urine",,mg/dL,,,,labevents,Chemistry,Urine,44833,0
51105,"Uric Acid, Urine",,mg/dL,,,,labevents,Chemistry,Urine,2577,0
51106,Urine Creatinine,,mg/dL,,,,labevents,Chemistry,Urine,717,0
51107,"Urine tube, held",,,,,,labevents,Chemistry,Urine,142460,0
51108,Urine Volume,,mL,,,,labevents,Chemistry,Urine,13304,0
51109,"Urine Volume, Total",,mL,,,,labevents,Chemistry,Urine,717,0
51110,Atypical Lymphocytes,,%,,,,labevents,Hematology,Ascites,561,0
51111,Bands,,%,,,,labevents,Hematology,Ascites,327,0
51112,Basophils,,%,,,,labevents,Hematology,Ascites,656,0
51113,Blasts,,%,,,,labevents,Hematology,Ascites,6,0
51114,Eosinophils,,%,,,,labevents,Hematology,Ascites,2242,0
51115,"Hematocrit, Ascites",,%,,,,labevents,Hematology,Ascites,367,0
51116,Lymphocytes,,%,,,,labevents,Hematology,Ascites,15561,0
51117,Macrophage,,%,,,,labevents,Hematology,Ascites,13241,0
51118,Mesothelial Cell,,%,,,,labevents,Hematology,Ascites,10765,0
51119,Metamyelocytes,,%,,,,labevents,Hematology,Ascites,41,0
51120,Monocytes,,%,,,,labevents,Hematology,Ascites,15561,0
51121,Myelocytes,,%,,,,labevents,Hematology,Ascites,32,0
51122,Nucleated RBC,,%,,,,labevents,Hematology,Ascites,211,0
51123,Other,,%,,,,labevents,Hematology,Ascites,4521,0
51124,Plasma,,%,,,,labevents,Hematology,Ascites,1194,0
51125,Polys,,%,,,,labevents,Hematology,Ascites,15561,0
51126,Promyelocytes,,%,,,,labevents,Hematology,Ascites,33,0
51127,"RBC, Ascites",,#/uL,,,,labevents,Hematology,Ascites,15317,0
51129,Young,,%,,,,labevents,Hematology,Ascites,3,0
51130,Absolute CD3 Count,,#/uL,,,,labevents,Hematology,Blood,29574,0
51131,Absolute CD4 Count,,#/uL,,,,labevents,Hematology,Blood,29575,0
51132,Absolute CD8 Count,,#/uL,,,,labevents,Hematology,Blood,29574,0
51133,Absolute Lymphocyte Count,,K/uL,,,,labevents,Hematology,Blood,847408,0
51134,Acanthocytes,,,,,,labevents,Hematology,Blood,16989,0
51135,ADP,,,,,,labevents,Hematology,Blood,619,0
51136,Alpha Antiplasmin,,,,,,,Hematology,Blood,0,0
51137,Anisocytosis,,,,,,labevents,Hematology,Blood,277426,0
51138,Anticardiolipin Antibody IgG,,GPL,,,,labevents,Hematology,Blood,2653,0
51139,Anticardiolipin Antibody IgM,,MPL,,,,labevents,Hematology,Blood,2653,0
51140,Antithrombin,,%,,,,labevents,Hematology,Blood,2782,0
51141,APT Test,,,,,,,Hematology,Blood,0,0
51142,Arachadonic Acid,,,,,,labevents,Hematology,Blood,627,0
51143,Atypical Lymphocytes,,%,,,,labevents,Hematology,Blood,215768,0
51144,Bands,,%,,,,labevents,Hematology,Blood,249689,0
51145,Basophilic Stippling,,,,,,labevents,Hematology,Blood,15412,0
51146,Basophils,,%,,,,labevents,Hematology,Blood,1611761,0
51147,Bite Cells,,,,,,labevents,Hematology,Blood,7383,0
51148,Blasts,,%,,,,labevents,Hematology,Blood,31792,0
51149,Bleeding Time,,min,,,,labevents,Hematology,Blood,71,0
51150,Blood Parasite Smear,,,,,,labevents,Hematology,Blood,5876,0
51152,CD10,,,,,,labevents,Hematology,Blood,1324,0
51153,CD103,,,,,,labevents,Hematology,Blood,64,0
51154,CD117,,,,,,labevents,Hematology,Blood,238,0
51155,CD11c,,,,,,labevents,Hematology,Blood,261,0
51156,CD13,,,,,,labevents,Hematology,Blood,275,0
51157,CD138,,,,,,labevents,Hematology,Blood,12,0
51158,CD14,,,,,,labevents,Hematology,Blood,227,0
51159,CD15,,,,,,labevents,Hematology,Blood,234,0
51161,CD16,,,,,,labevents,Hematology,Blood,108,0
51162,CD16/56 Absolute Count,,#/uL,,,,labevents,Hematology,Blood,1305,0
51163,CD16/56%,,%,,,,labevents,Hematology,Blood,1305,0
51164,CD19,,,,,,labevents,Hematology,Blood,1375,0
51165,CD19 %,,%,,,,labevents,Hematology,Blood,1518,0
51166,CD19 Absolute Count,,#/uL,,,,labevents,Hematology,Blood,1518,0
51167,CD2,,,,,,labevents,Hematology,Blood,961,0
51168,CD20,,,,,,labevents,Hematology,Blood,1327,0
51169,CD20 %,,%,,,,labevents,Hematology,Blood,1518,0
51170,CD20 Absolute Count,,#/uL,,,,labevents,Hematology,Blood,1518,0
51171,CD22,,,,,,labevents,Hematology,Blood,70,0
51172,CD23,,,,,,labevents,Hematology,Blood,1077,0
51173,CD25,,,,,,labevents,Hematology,Blood,82,0
51174,CD3 %,,%,,,,labevents,Hematology,Blood,1514,0
51175,CD3 Absolute Count,,#/uL,,,,labevents,Hematology,Blood,1514,0
51176,"CD3 Cells, Percent",,%,,,,labevents,Hematology,Blood,30873,0
51177,CD33,,,,,,labevents,Hematology,Blood,227,0
51178,CD34,,%,,,,labevents,Hematology,Blood,298,0
51179,CD38,,,,,,labevents,Hematology,Blood,93,0
51180,"CD4 Cells, Percent",,%,,,,labevents,Hematology,Blood,30330,0
51181,CD4/CD8 Ratio,,Ratio,,,,labevents,Hematology,Blood,29574,0
51182,CD41,,,,,,labevents,Hematology,Blood,189,0
51183,CD45,,,,,,labevents,Hematology,Blood,1426,0
51184,CD5,,,,,,labevents,Hematology,Blood,1314,0
51185,CD5 %,,%,,,,labevents,Hematology,Blood,241,0
51186,CD5 Absolute Count,,#/uL,,,,labevents,Hematology,Blood,241,0
51187,CD55,,,,,,labevents,Hematology,Blood,212,0
51188,CD56,,,,,,labevents,Hematology,Blood,351,0
51189,CD57,,,,,,labevents,Hematology,Blood,161,0
51190,CD59,,,,,,labevents,Hematology,Blood,212,0
51191,CD64,,,,,,labevents,Hematology,Blood,205,0
51192,CD7,,,,,,labevents,Hematology,Blood,970,0
51193,CD71,,,,,,labevents,Hematology,Blood,194,0
51194,"CD8 Cells, Percent",,%,,,,labevents,Hematology,Blood,30320,0
51195,Collagen,,,,,,labevents,Hematology,Blood,612,0
51196,D-Dimer,,ng/mL FEU,,,,labevents,Hematology,Blood,22802,0
51197,Elliptocytes,,,,,,labevents,Hematology,Blood,20286,0
51198,Envelope Cells,,,,,,labevents,Hematology,Blood,2213,0
51199,Eosinophil Count,,#/uL,,,,labevents,Hematology,Blood,532,0
51200,Eosinophils,,%,,,,labevents,Hematology,Blood,1611761,0
51201,Epinepherine,,,,,,labevents,Hematology,Blood,179,0
51202,Factor II,,%,,,,labevents,Hematology,Blood,324,0
51203,Factor IX,,%,,,,labevents,Hematology,Blood,398,0
51204,Factor V,,%,,,,labevents,Hematology,Blood,412,0
51205,Factor VII,,%,,,,labevents,Hematology,Blood,667,0
51206,Factor VIII,,%,,,,labevents,Hematology,Blood,3139,0
51207,Factor VIII Inhibitor,,BU,,,,labevents,Hematology,Blood,266,0
51208,Factor X,,%,,,,labevents,Hematology,Blood,314,0
51209,Factor XI,,%,,,,labevents,Hematology,Blood,370,0
51210,Factor XII,,%,,,,labevents,Hematology,Blood,91,0
51211,Factor XIII,,%,,,,labevents,Hematology,Blood,97,0
51212,Fetal Hemoglobin,,%,,,,labevents,Hematology,Blood,488,0
51213,Fibrin Degradation Products,,ug/mL,,,,labevents,Hematology,Blood,4518,0
51214,"Fibrinogen, Functional",,mg/dL,,,,labevents,Hematology,Blood,154065,0
51215,FMC-7,,,,,,labevents,Hematology,Blood,1092,0
51216,Fragmented Cells,,,,,,labevents,Hematology,Blood,5648,0
51217,Glyco A,,,,,,labevents,Hematology,Blood,190,0
51218,Granulocyte Count,,#/uL,,,,labevents,Hematology,Blood,98844,0
51219,H/O Smear,,,,,,labevents,Hematology,Blood,18758,0
51220,Heinz Body Prep,,,,,,labevents,Hematology,Blood,254,0
51223,Hemoglobin A2,,%,,,,labevents,Hematology,Blood,4115,0
51224,Hemoglobin C,,%,,,,labevents,Hematology,Blood,6363,0
51225,Hemoglobin F,,%,,,,labevents,Hematology,Blood,4294,0
51226,Hemogloblin A,,%,,,,labevents,Hematology,Blood,6363,0
51227,Hemogloblin S,,%,,,,labevents,Hematology,Blood,6363,0
51228,Heparin,,IU/mL,,,,labevents,Hematology,Blood,17637,0
51229,"Heparin, LMW",,U/mL,,,,labevents,Hematology,Blood,3546,0
51230,HLA-DR,,,,,,labevents,Hematology,Blood,1295,0
51231,Howell-Jolly Bodies,,,,,,labevents,Hematology,Blood,4546,0
51232,Hypersegmented Neutrophils,,%,,,,labevents,Hematology,Blood,628,0
51233,Hypochromia,,,,,,labevents,Hematology,Blood,251652,0
51234,Immunophenotyping,,,,,,labevents,Hematology,Blood,3616,0
51235,Inhibitor Screen,,,,,,labevents,Hematology,Blood,1091,0
51236,Inpatient Hematology/Oncology Smear,,,,,,labevents,Hematology,Blood,4722,0
51237,INR(PT),,,,,,labevents,Hematology,Blood,1783315,0
51238,Kappa,,,,,,labevents,Hematology,Blood,1315,0
51239,Lambda,,,,,,labevents,Hematology,Blood,1315,0
51240,Large Platelets,,,,,,labevents,Hematology,Blood,6157,0
51241,Leukocyte Alkaline Phosphatase,,Score,,,,labevents,Hematology,Blood,51,0
51242,LUC,,%,,,,labevents,Hematology,Blood,333,0
51243,Lupus Anticoagulant,,,,,,labevents,Hematology,Blood,5884,0
51244,Lymphocytes,,%,,,,labevents,Hematology,Blood,1611766,0
51245,"Lymphocytes, Percent",,%,,,,labevents,Hematology,Blood,29574,0
51246,Macrocytes,,,,,,labevents,Hematology,Blood,257941,0
51247,MacroOvalocytes,,,,,,labevents,Hematology,Blood,732,0
51248,MCH,,pg,,,,labevents,Hematology,Blood,4152104,0
51249,MCHC,,%,,,,labevents,Hematology,Blood,4152226,0
51250,MCV,,fL,,,,labevents,Hematology,Blood,4152105,0
51251,Metamyelocytes,,%,,,,labevents,Hematology,Blood,227824,0
51252,Microcytes,,,,,,labevents,Hematology,Blood,249594,0
51253,Monocyte Count,,#/uL,,,,labevents,Hematology,Blood,36,0
51254,Monocytes,,%,,,,labevents,Hematology,Blood,1611765,0
51255,Myelocytes,,%,,,,labevents,Hematology,Blood,225025,0
51256,Neutrophils,,%,,,,labevents,Hematology,Blood,1611767,0
51257,Nucleated Red Cells,,%,,,,labevents,Hematology,Blood,103893,0
51258,Osmotic Fragility,,,,,,labevents,Hematology,Blood,6,0
51259,Other Cells,,%,,,,labevents,Hematology,Blood,12800,0
51260,Ovalocytes,,,,,,labevents,Hematology,Blood,147648,0
51261,Pappenheimer Bodies,,,,,,labevents,Hematology,Blood,3482,0
51262,Pencil Cells,,,,,,labevents,Hematology,Blood,2393,0
51263,Plasma Cells,,%,,,,labevents,Hematology,Blood,2813,0
51264,Platelet Clumps,,,,,,labevents,Hematology,Blood,329,0
51266,Platelet Smear,,,,,,labevents,Hematology,Blood,317261,0
51267,Poikilocytosis,,,,,,labevents,Hematology,Blood,281692,0
51268,Polychromasia,,,,,,labevents,Hematology,Blood,255262,0
51269,Promyelocytes,,%,,,,labevents,Hematology,Blood,12403,0
51270,"Protein C, Antigen",,%,,,,labevents,Hematology,Blood,136,0
51271,"Protein C, Functional",,%,,,,labevents,Hematology,Blood,2005,0
51272,"Protein S, Antigen",,%,,,,labevents,Hematology,Blood,178,0
51273,"Protein S, Functional",,%,,,,labevents,Hematology,Blood,1806,0
51274,PT,,sec,,,,labevents,Hematology,Blood,1782642,0
51275,PTT,,sec,,,,labevents,Hematology,Blood,1637800,0
51276,Quantitative G6PD,,U/g/Hb,,,,labevents,Hematology,Blood,2712,0
51277,RDW,,%,,,,labevents,Hematology,Blood,4151884,0
51278,Red Blood Cell Fragments,,,,,,labevents,Hematology,Blood,5,0
51279,Red Blood Cells,,m/uL,,,,labevents,Hematology,Blood,4152106,0
51280,Reptilase Time,,sec,,,,labevents,Hematology,Blood,6,0
51281,Reptilase Time Control,,sec,,,,labevents,Hematology,Blood,5,0
51282,"Reticulocyte Count, Absolute",,m/uL,,,,labevents,Hematology,Blood,38834,0
51283,"Reticulocyte Count, Automated",,%,,,,labevents,Hematology,Blood,63966,0
51284,"Reticulocyte Count, Manual",,%,,,,labevents,Hematology,Blood,3539,0
51285,"Reticulocyte, Cellular Hemoglobin",,,,,,,Hematology,Blood,0,0
51286,Ristocetin,,,,,,labevents,Hematology,Blood,161,0
51287,Schistocytes,,,,,,labevents,Hematology,Blood,73409,0
51288,Sedimentation Rate,,mm/hr,,,,labevents,Hematology,Blood,64097,0
51289,Serum Viscosity,, ,,,,labevents,Hematology,Blood,1698,0
51290,Sickle Cell Preparation,,,,,,labevents,Hematology,Blood,817,0
51291,Sickle Cells,,,,,,labevents,Hematology,Blood,947,0
51292,Spherocytes,,,,,,labevents,Hematology,Blood,19386,0
51293,Sugar Water Test,,,,,,,Hematology,Blood,0,0
51294,Target Cells,,,,,,labevents,Hematology,Blood,25575,0
51295,TdT,,,,,,labevents,Hematology,Blood,46,0
51296,Teardrop Cells,,,,,,labevents,Hematology,Blood,96326,0
51297,Thrombin,,sec,,,,labevents,Hematology,Blood,2507,0
51298,Von Willebrand Factor Activity,,%,,,,labevents,Hematology,Blood,1397,0
51299,Von Willebrand Factor Antigen,,%,,,,labevents,Hematology,Blood,1390,0
51302,Young Cells,,%,,,,labevents,Hematology,Blood,149,0
51303,CD10,,,,,,,Hematology,Bone Marrow,0,0
51304,CD103,,,,,,labevents,Hematology,Bone Marrow,38,0
51305,CD117,,,,,,labevents,Hematology,Bone Marrow,743,0
51306,CD11c,,,,,,labevents,Hematology,Bone Marrow,432,0
51307,CD13,,,,,,labevents,Hematology,Bone Marrow,869,0
51308,CD138,,,,,,labevents,Hematology,Bone Marrow,16,0
51309,CD14,,,,,,labevents,Hematology,Bone Marrow,605,0
51310,CD15,,,,,,labevents,Hematology,Bone Marrow,713,0
51311,CD16,,,,,,labevents,Hematology,Bone Marrow,29,0
51312,CD16/56,,,,,,labevents,Hematology,Bone Marrow,147,0
51313,CD19,,,,,,labevents,Hematology,Bone Marrow,1654,0
51314,CD2,,,,,,labevents,Hematology,Bone Marrow,882,0
51315,CD20,,,,,,labevents,Hematology,Bone Marrow,1500,0
51316,CD22,,,,,,labevents,Hematology,Bone Marrow,45,0
51317,CD23,,,,,,labevents,Hematology,Bone Marrow,1113,0
51318,CD25,,,,,,labevents,Hematology,Bone Marrow,63,0
51319,CD3,,,,,,labevents,Hematology,Bone Marrow,1581,0
51320,CD33,,,,,,labevents,Hematology,Bone Marrow,660,0
51321,CD34,,,,,,labevents,Hematology,Bone Marrow,965,0
51322,CD38,,,,,,labevents,Hematology,Bone Marrow,48,0
51323,CD4,,,,,,labevents,Hematology,Bone Marrow,527,0
51324,CD41,,,,,,labevents,Hematology,Bone Marrow,352,0
51325,CD45,,,,,,labevents,Hematology,Bone Marrow,2137,0
51326,CD5,,,,,,labevents,Hematology,Bone Marrow,1470,0
51327,CD55,,,,,,labevents,Hematology,Bone Marrow,6,0
51328,CD56,,,,,,labevents,Hematology,Bone Marrow,444,0
51329,CD57,,,,,,labevents,Hematology,Bone Marrow,37,0
51330,CD59,,,,,,labevents,Hematology,Bone Marrow,5,0
51331,CD64,,,,,,labevents,Hematology,Bone Marrow,443,0
51332,CD7,,,,,,labevents,Hematology,Bone Marrow,910,0
51333,CD71,,,,,,labevents,Hematology,Bone Marrow,331,0
51334,CD8,,,,,,labevents,Hematology,Bone Marrow,484,0
51335,FMC-7,,,,,,labevents,Hematology,Bone Marrow,1113,0
51336,Glyco A,,,,,,labevents,Hematology,Bone Marrow,317,0
51337,HLA-DR,,,,,,labevents,Hematology,Bone Marrow,1548,0
51338,Immunophenotyping,,,,,,labevents,Hematology,Bone Marrow,6586,0
51339,Iron Stain,,,,,,,Hematology,Bone Marrow,0,0
51340,Kappa,,,,,,labevents,Hematology,Bone Marrow,1472,0
51341,Lambda,,,,,,labevents,Hematology,Bone Marrow,1472,0
51342,Wright Giemsa,,,,,,labevents,Hematology,Bone Marrow,3138,0
51365,Atypical Lymphocytes,,%,,,,labevents,Hematology,Joint Fluid,165,0
51366,Bands,,%,,,,labevents,Hematology,Joint Fluid,253,0
51367,Basophils,,%,,,,labevents,Hematology,Joint Fluid,243,0
51368,Eosinophils,,%,,,,labevents,Hematology,Joint Fluid,1252,0
51369,"Hematocrit, Joint Fluid",,%,,,,labevents,Hematology,Joint Fluid,845,0
51370,"Joint Crystals, Birefringence",,,,,,labevents,Hematology,Joint Fluid,1585,0
51371,"Joint Crystals, Comment",,,,,,labevents,Hematology,Joint Fluid,1585,0
51372,"Joint Crystals, Location",,,,,,labevents,Hematology,Joint Fluid,1585,0
51373,"Joint Crystals, Number",,,,,,labevents,Hematology,Joint Fluid,6740,0
51374,"Joint Crystals, Shape",,,,,,labevents,Hematology,Joint Fluid,1585,0
51375,Lymphocytes,,%,,,,labevents,Hematology,Joint Fluid,7618,0
51376,Macrophage,,%,,,,labevents,Hematology,Joint Fluid,3736,0
51377,Mesothelial Cells,,%,,,,labevents,Hematology,Joint Fluid,333,0
51378,Metamyelocytes,,%,,,,labevents,Hematology,Joint Fluid,24,0
51379,Monocytes,,%,,,,labevents,Hematology,Joint Fluid,7618,0
51380,NRBC,,%,,,,labevents,Hematology,Joint Fluid,87,0
51381,Other,,%,,,,labevents,Hematology,Joint Fluid,1017,0
51382,Polys,,%,,,,labevents,Hematology,Joint Fluid,7618,0
51383,"RBC, Joint Fluid",,#/uL,,,,labevents,Hematology,Joint Fluid,6796,0
51385,Atypical Lymphocytes,,%,,,,labevents,Hematology,Other Body Fluid,176,0
51386,Bands,,%,,,,labevents,Hematology,Other Body Fluid,219,0
51387,Basophils,,%,,,,labevents,Hematology,Other Body Fluid,311,0
51388,CD10,,,,,,labevents,Hematology,Other Body Fluid,1926,0
51389,CD103,,,,,,labevents,Hematology,Other Body Fluid,11,0
51390,CD117,,,,,,labevents,Hematology,Other Body Fluid,63,0
51391,CD11c,,,,,,labevents,Hematology,Other Body Fluid,30,0
51392,CD13,,,,,,labevents,Hematology,Other Body Fluid,104,0
51393,CD138,,,,,,labevents,Hematology,Other Body Fluid,45,0
51394,CD14,,,,,,labevents,Hematology,Other Body Fluid,41,0
51395,CD15,,,,,,labevents,Hematology,Other Body Fluid,58,0
51396,CD16,,,,,,labevents,Hematology,Other Body Fluid,15,0
51397,CD16/56,,,,,,labevents,Hematology,Other Body Fluid,86,0
51398,CD19,,,,,,labevents,Hematology,Other Body Fluid,3123,0
51399,CD2,,,,,,labevents,Hematology,Other Body Fluid,1073,0
51400,CD20,,,,,,labevents,Hematology,Other Body Fluid,1921,0
51401,CD22,,,,,,labevents,Hematology,Other Body Fluid,17,0
51402,CD23,,,,,,labevents,Hematology,Other Body Fluid,1479,0
51403,CD25,,,,,,labevents,Hematology,Other Body Fluid,23,0
51404,CD3,,,,,,labevents,Hematology,Other Body Fluid,1940,0
51405,CD33,,,,,,labevents,Hematology,Other Body Fluid,50,0
51406,CD34,,#/uL,,,,labevents,Hematology,Other Body Fluid,1049,0
51407,CD38,,,,,,labevents,Hematology,Other Body Fluid,51,0
51408,CD4,,,,,,labevents,Hematology,Other Body Fluid,232,0
51409,CD4/CD8 Ratio,,,,,,labevents,Hematology,Other Body Fluid,50,0
51410,CD41,,,,,,labevents,Hematology,Other Body Fluid,15,0
51411,CD45,,,,,,labevents,Hematology,Other Body Fluid,3227,0
51412,CD5,,,,,,labevents,Hematology,Other Body Fluid,1978,0
51413,CD56,,,,,,labevents,Hematology,Other Body Fluid,68,0
51414,CD57,,,,,,labevents,Hematology,Other Body Fluid,15,0
51415,CD64,,,,,,labevents,Hematology,Other Body Fluid,33,0
51416,CD7,,,,,,labevents,Hematology,Other Body Fluid,1079,0
51417,CD71,,,,,,labevents,Hematology,Other Body Fluid,15,0
51418,CD8,,,,,,labevents,Hematology,Other Body Fluid,226,0
51419,Eosinophils,,%,,,,labevents,Hematology,Other Body Fluid,1982,0
51420,FMC-7,,,,,,labevents,Hematology,Other Body Fluid,1485,0
51421,Glyco A,,,,,,labevents,Hematology,Other Body Fluid,14,0
51422,"Hematocrit, Other Fluid",,%,,,,labevents,Hematology,Other Body Fluid,545,0
